polarity,subjectivity,product
0.405555555556,0.694444444444,0.281635802469
-0.6,0.8,-0.48
-0.25,0.4,-0.1
0.625,0.5,0.3125
0.285714285714,0.535714285714,0.15306122449
-0.4,0.9,-0.36
0.151515151515,0.393939393939,0.0596877869605
-0.2,0.2,-0.04
0.5,0.5,0.25
0.270833333333,0.55,0.148958333333
0.7,0.6,0.42
0.05,0.35,0.0175
0.7,0.9,0.63
-0.2,0.4,-0.08
-0.00663265306122,0.509183673469,-0.00337723865056
-0.0666666666667,0.5,-0.0333333333333
-0.25,0.65,-0.1625
0.8,0.75,0.6
0.9765625,0.5,0.48828125
0.5,0.75,0.375
0.6,0.9,0.54
0.0981481481481,0.396296296296,0.0388957475995
-0.0166666666667,0.441666666667,-0.00736111111111
0.5875,0.75,0.440625
0.6220703125,0.7,0.43544921875
0.2,0.4,0.08
0.3,0.8,0.24
0.2,0.45,0.09
0.2,0.3,0.06
0.5,0.5,0.25
-0.472222222222,0.594444444444,-0.280709876543
0.0666666666667,0.566666666667,0.0377777777778
0.1,0.6,0.06
-0.183333333333,0.433333333333,-0.0794444444444
1.0,1.0,1.0
0.285714285714,0.535714285714,0.15306122449
0.136363636364,0.454545454545,0.0619834710744
0.8,0.75,0.6
-0.155555555556,0.288888888889,-0.0449382716049
0.492857142857,0.567857142857,0.27987244898
-0.714285714286,0.857142857143,-0.612244897959
0.286111111111,0.472222222222,0.135108024691
0.5,0.5,0.25
-0.4,0.7,-0.28
0.2,0.4,0.08
0.2,0.4,0.08
-1.0,1.0,-1.0
0.7,0.6,0.42
-1.0,1.0,-1.0
0.8,0.7,0.56
0.5,0.5,0.25
0.5,1.0,0.5
0.25,0.1,0.025
0.25,0.75,0.1875
-0.15,0.7,-0.105
0.1,0.2,0.02
0.25,0.25,0.0625
0.243303571429,0.680803571429,0.16564194037
0.5,0.666666666667,0.333333333333
0.375,0.75,0.28125
-0.05,0.1,-0.005
-0.5,0.9,-0.45
0.122222222222,0.344444444444,0.0420987654321
-0.0545454545455,0.493181818182,-0.0269008264463
0.25,0.25,0.0625
-0.2,0.6,-0.12
-1.0,1.0,-1.0
0.6,0.9,0.54
0.44,0.66,0.2904
0.5,0.5,0.25
0.1875,0.4875,0.09140625
0.2,0.45,0.09
0.8,0.75,0.6
0.8,0.75,0.6
0.5,0.5,0.25
0.243303571429,0.680803571429,0.16564194037
0.183333333333,0.216666666667,0.0397222222222
0.5,0.6,0.3
0.211904761905,0.534126984127,0.113184051398
-0.4,0.6,-0.24
0.6,0.8,0.48
0.25,0.3125,0.078125
0.25,1.0,0.25
0.377777777778,0.555555555556,0.20987654321
0.5,0.5,0.25
-0.065,0.673333333333,-0.0437666666667
0.233333333333,0.333333333333,0.0777777777778
-0.3,0.6,-0.18
-0.05,0.4,-0.02
-0.351851851852,0.762962962963,-0.268449931413
0.175,0.225,0.039375
0.05,0.2,0.01
0.29,0.455,0.13195
0.675,0.7,0.4725
-1.0,1.0,-1.0
0.3,0.4,0.12
0.212121212121,0.318181818182,0.0674931129477
0.6,1.0,0.6
-0.1,1.0,-0.1
0.5,0.6,0.3
0.142857142857,0.517857142857,0.0739795918367
-0.133333333333,0.6,-0.08
-0.2,0.8,-0.16
0.15,0.5,0.075
0.25,0.3,0.075
-0.8,0.9,-0.72
0.2,0.45,0.09
0.145454545455,0.518181818182,0.0753719008264
0.2,0.2,0.04
-0.155555555556,0.288888888889,-0.0449382716049
0.433333333333,0.416666666667,0.180555555556
0.233333333333,0.32962962963,0.0769135802469
0.8,0.75,0.6
0.8125,0.625,0.5078125
0.214814814815,0.762962962963,0.163895747599
0.4,0.8,0.32
0.233333333333,0.75,0.175
0.2,0.1,0.02
1.0,0.75,0.75
0.133333333333,0.833333333333,0.111111111111
-0.25,0.4125,-0.103125
0.341666666667,0.525,0.179375
-0.2,0.55,-0.11
-0.4,0.7,-0.28
1.0,0.75,0.75
-0.0388888888889,0.297222222222,-0.0115586419753
-0.3,0.2,-0.06
0.458333333333,0.783333333333,0.359027777778
-0.15,0.5,-0.075
0.2,0.2,0.04
0.0681818181818,0.227272727273,0.0154958677686
-0.25,0.4125,-0.103125
0.6,1.0,0.6
0.285714285714,0.535714285714,0.15306122449
0.1,0.6,0.06
-0.0888888888889,0.966666666667,-0.0859259259259
0.5,0.9,0.45
-0.6,0.9,-0.54
0.5,0.5,0.25
0.003125,0.425,0.001328125
0.5,0.75,0.375
-0.00833333333333,0.558333333333,-0.00465277777778
0.159090909091,0.338636363636,0.0538739669421
0.25625,0.95,0.2434375
0.0416666666667,0.666666666667,0.0277777777778
0.2,0.5,0.1
0.15,0.25,0.0375
-0.75,1.0,-0.75
-0.155555555556,0.288888888889,-0.0449382716049
-0.0928571428571,0.185714285714,-0.0172448979592
0.35,0.65,0.2275
0.1,0.55,0.055
-0.4,0.6,-0.24
0.8,0.75,0.6
0.128571428571,0.278571428571,0.0358163265306
0.45,0.5,0.225
0.483333333333,0.55,0.265833333333
0.33,0.52,0.1716
0.168181818182,0.327272727273,0.055041322314
-0.287878787879,0.729292929293,-0.209947964493
0.285714285714,0.535714285714,0.15306122449
0.375,0.666666666667,0.25
-0.166666666667,0.166666666667,-0.0277777777778
0.6,0.9,0.54
0.114814814815,0.262962962963,0.0301920438957
-0.3,0.4,-0.12
-0.3,0.4,-0.12
0.193181818182,0.393939393939,0.0761019283747
0.0803571428571,0.455357142857,0.0365911989796
0.216666666667,0.416666666667,0.0902777777778
0.608333333333,0.808333333333,0.491736111111
-0.463888888889,0.647222222222,-0.300239197531
0.2,0.4,0.08
0.0852272727273,0.727272727273,0.0619834710744
0.75,0.9,0.675
0.243303571429,0.680803571429,0.16564194037
0.55,0.35,0.1925
0.461904761905,0.645238095238,0.298038548753
0.4,0.25,0.1
0.6,0.9,0.54
-0.166666666667,0.166666666667,-0.0277777777778
0.127777777778,0.433333333333,0.0553703703704
0.65,0.675,0.43875
0.875,0.975,0.853125
-0.333333333333,0.333333333333,-0.111111111111
0.293823242188,0.333333333333,0.0979410807292
0.0354166666667,0.46875,0.0166015625
0.25,0.45,0.1125
-0.0777777777778,0.294444444444,-0.0229012345679
0.104761904762,0.309523809524,0.0324263038549
-0.2,0.675,-0.135
0.25,0.333333333333,0.0833333333333
0.14,0.613333333333,0.0858666666667
0.2,0.9,0.18
-0.625,1.0,-0.625
-0.133333333333,0.833333333333,-0.111111111111
-0.15,0.6,-0.09
-0.3,0.89,-0.267
-0.4,0.7,-0.28
0.5,0.5,0.25
0.35,0.425,0.14875
0.5,0.5,0.25
0.0416666666667,0.666666666667,0.0277777777778
0.243303571429,0.680803571429,0.16564194037
0.312121212121,0.568181818182,0.177341597796
0.45,0.55,0.2475
0.15,0.675,0.10125
0.285714285714,0.535714285714,0.15306122449
0.45,0.55,0.2475
0.254166666667,0.770833333333,0.195920138889
0.45,0.5,0.225
0.45,0.5,0.225
0.117142857143,0.462857142857,0.0542204081633
-0.188888888889,0.188888888889,-0.0356790123457
0.383333333333,0.583333333333,0.223611111111
0.0444444444444,0.377777777778,0.0167901234568
0.85,0.8,0.68
0.9,0.9,0.81
0.1,0.4,0.04
0.285714285714,0.535714285714,0.15306122449
-0.2,0.1,-0.02
0.318181818182,0.727272727273,0.231404958678
-0.208333333333,0.458333333333,-0.0954861111111
-1.0,1.0,-1.0
0.0148148148148,0.62962962963,0.00932784636488
0.5,0.5,0.25
0.09375,0.65625,0.0615234375
-0.1,0.35,-0.035
0.5,0.75,0.375
0.8,0.75,0.6
0.025,0.5625,0.0140625
0.0875,0.4375,0.03828125
-1.0,1.0,-1.0
-0.25,0.533333333333,-0.133333333333
0.5,0.5,0.25
0.25,0.25,0.0625
0.1,0.75,0.075
-0.0535714285714,0.390476190476,-0.0209183673469
0.357142857143,0.535714285714,0.191326530612
-0.145833333333,0.270833333333,-0.0394965277778
0.7,0.6,0.42
0.2,0.2,0.04
0.225,0.316666666667,0.07125
0.75,1.0,0.75
0.5,1.0,0.5
0.243303571429,0.680803571429,0.16564194037
0.0340909090909,0.340151515152,0.0115960743802
-0.166666666667,0.341666666667,-0.0569444444444
0.216666666667,0.55,0.119166666667
1.0,1.0,1.0
-0.2,0.4,-0.08
0.3,0.55,0.165
0.170454545455,0.5,0.0852272727273
0.4,0.425,0.17
0.342857142857,0.667857142857,0.228979591837
0.2,0.2,0.04
0.133333333333,0.266666666667,0.0355555555556
0.566666666667,0.916666666667,0.519444444444
-0.291666666667,0.541666666667,-0.157986111111
0.616666666667,0.741666666667,0.457361111111
0.0166666666667,0.533333333333,0.00888888888889
0.233333333333,0.322222222222,0.0751851851852
-0.05,0.05,-0.0025
0.495454545455,0.818181818182,0.405371900826
-0.125,0.3,-0.0375
0.25,0.75,0.1875
-0.0666666666667,0.258333333333,-0.0172222222222
0.243303571429,0.680803571429,0.16564194037
0.275,0.4375,0.1203125
0.2,0.4,0.08
-0.291666666667,0.541666666667,-0.157986111111
0.7,0.6,0.42
-0.0416666666667,0.458333333333,-0.0190972222222
0.075,0.175,0.013125
0.427777777778,0.766666666667,0.327962962963
0.7,0.6,0.42
0.375,1.0,0.375
0.0875,0.54375,0.047578125
-0.05,0.05,-0.0025
0.566666666667,0.666666666667,0.377777777778
0.25,0.95,0.2375
0.5,0.5,0.25
-0.0416666666667,0.158333333333,-0.00659722222222
-0.0777777777778,0.344444444444,-0.0267901234568
-0.5,0.5,-0.25
1.0,0.75,0.75
-0.0625,0.445833333333,-0.0278645833333
0.5,0.566666666667,0.283333333333
0.4,0.65,0.26
0.8,0.75,0.6
0.333333333333,0.55,0.183333333333
0.136363636364,0.5,0.0681818181818
0.383333333333,0.583333333333,0.223611111111
0.14,0.613333333333,0.0858666666667
-0.4,0.45,-0.18
-0.278888888889,0.617777777778,-0.172291358025
0.233333333333,0.333333333333,0.0777777777778
0.111111111111,0.534722222222,0.0594135802469
0.2,0.1,0.02
-0.5,0.9,-0.45
1.0,0.3,0.3
0.5,0.5,0.25
-0.5,0.3,-0.15
-0.625,1.0,-0.625
0.270833333333,0.5,0.135416666667
-0.2,0.4,-0.08
0.2,0.2,0.04
-0.0625,0.875,-0.0546875
0.108333333333,0.525,0.056875
0.243303571429,0.680803571429,0.16564194037
0.45,0.6,0.27
0.433333333333,0.433333333333,0.187777777778
-0.3125,0.6875,-0.21484375
0.15,1.0,0.15
0.0875,0.45,0.039375
0.375,0.5,0.1875
-0.0625,0.1875,-0.01171875
0.275,0.4375,0.1203125
0.25,0.333333333333,0.0833333333333
-0.4,0.85,-0.34
0.134920634921,0.440476190476,0.0594293272865
0.285714285714,0.535714285714,0.15306122449
-0.0658333333333,0.540833333333,-0.0356048611111
1.0,0.75,0.75
0.1875,0.5,0.09375
0.375,0.525,0.196875
0.4,0.375,0.15
-0.25,0.5,-0.125
0.1,0.3,0.03
-0.375,0.533333333333,-0.2
0.8,0.75,0.6
0.214285714286,0.571428571429,0.122448979592
0.2,0.15,0.03
0.5,0.9,0.45
-0.0357142857143,0.607142857143,-0.0216836734694
0.125,0.55,0.06875
0.8,0.75,0.6
-0.25,0.5,-0.125
0.541666666667,0.733333333333,0.397222222222
0.383333333333,0.583333333333,0.223611111111
0.1,0.05,0.005
0.875,0.6,0.525
0.05,0.35,0.0175
0.7,0.6,0.42
-0.2,0.6,-0.12
0.216666666667,0.716666666667,0.155277777778
-0.3,0.2,-0.06
0.2,0.1,0.02
-0.0458333333333,0.533333333333,-0.0244444444444
0.0666666666667,0.3,0.02
0.1,0.1,0.01
-0.5,0.5,-0.25
0.142857142857,0.255952380952,0.0365646258503
-0.204761904762,0.685714285714,-0.140408163265
0.275,0.4375,0.1203125
0.35,0.65,0.2275
0.475,0.616666666667,0.292916666667
0.2,0.3,0.06
0.05,0.35,0.0175
0.2,0.533333333333,0.106666666667
0.275,0.583333333333,0.160416666667
0.2,0.533333333333,0.106666666667
-0.25,0.4,-0.1
0.7,0.6,0.42
0.243303571429,0.680803571429,0.16564194037
0.0333333333333,0.0666666666667,0.00222222222222
0.266666666667,0.541666666667,0.144444444444
0.25,0.25,0.0625
1.0,0.3,0.3
-0.180555555556,0.513888888889,-0.0927854938272
0.7,0.6,0.42
0.1,0.133333333333,0.0133333333333
0.5,0.5625,0.28125
0.1,0.4,0.04
0.640625,0.55,0.35234375
-0.5,0.55,-0.275
0.35,0.55,0.1925
0.4,0.8,0.32
1.0,0.3,0.3
0.25,0.6,0.15
-0.5,0.9,-0.45
-0.669642857143,0.778571428571,-0.521364795918
-0.1375,0.775,-0.1065625
0.5,0.5,0.25
0.5,0.65,0.325
-0.3125,0.6875,-0.21484375
0.1,0.25,0.025
0.4875,1.0,0.4875
-0.2625,0.45,-0.118125
0.666666666667,0.2,0.133333333333
